Digits; Temperature(K); Φ0+ΔΦ; ΔΦ; ΔΦ/(Φ0+ΔΦ)*100% TempConverter(mode=withReferences, A=-707092.6149255642, B=3780.0, C=-0.7, u0=821.5723191985746, ε0=0.78, τa=1.0, dPhi=0.0 Φs=-1.187956209280602e-05 Φa=-5.490972035131795e-06 Φw=-5.490972035131795e-06 Φwcalib=-5.490972035131795e-06 τw=1.0)
908; 413.60; -0.0001567047; -0.0000033506; 2.1382
909; 414.13; -0.0001585178; -0.0000033506; 2.1137
910; 414.66; -0.0001603309; -0.0000033506; 2.0898
911; 415.18; -0.0001621441; -0.0000033506; 2.0665
912; 415.70; -0.0001639572; -0.0000033506; 2.0436
913; 416.22; -0.0001657703; -0.0000033506; 2.0213
914; 416.72; -0.0001675835; -0.0000033506; 1.9994
915; 417.23; -0.0001693966; -0.0000033506; 1.9780
916; 417.73; -0.0001712097; -0.0000033506; 1.9570
917; 418.23; -0.0001730229; -0.0000033506; 1.9365
918; 418.72; -0.0001748360; -0.0000033506; 1.9165
919; 419.21; -0.0001766491; -0.0000033506; 1.8968
920; 419.69; -0.0001784622; -0.0000033506; 1.8775
921; 420.17; -0.0001802754; -0.0000033506; 1.8586
922; 420.65; -0.0001820885; -0.0000033506; 1.8401
923; 421.12; -0.0001839016; -0.0000033506; 1.8220
924; 421.59; -0.0001857148; -0.0000033506; 1.8042
925; 422.06; -0.0001875279; -0.0000033506; 1.7867
926; 422.52; -0.0001893410; -0.0000033506; 1.7696
927; 422.98; -0.0001911542; -0.0000033506; 1.7529
928; 423.43; -0.0001929673; -0.0000033506; 1.7364
929; 423.89; -0.0001947804; -0.0000033506; 1.7202
930; 424.34; -0.0001965935; -0.0000033506; 1.7044
931; 424.78; -0.0001984067; -0.0000033506; 1.6888
932; 425.22; -0.0002002198; -0.0000033506; 1.6735
933; 425.66; -0.0002020329; -0.0000033506; 1.6585
934; 426.10; -0.0002038461; -0.0000033506; 1.6437
935; 426.53; -0.0002056592; -0.0000033506; 1.6292
936; 426.96; -0.0002074723; -0.0000033506; 1.6150
937; 427.39; -0.0002092855; -0.0000033506; 1.6010
938; 427.81; -0.0002110986; -0.0000033506; 1.5872
939; 428.23; -0.0002129117; -0.0000033506; 1.5737
940; 428.65; -0.0002147249; -0.0000033506; 1.5604
941; 429.07; -0.0002165380; -0.0000033506; 1.5474
942; 429.48; -0.0002183511; -0.0000033506; 1.5345
943; 429.89; -0.0002201642; -0.0000033506; 1.5219
944; 430.30; -0.0002219774; -0.0000033506; 1.5095
945; 430.70; -0.0002237905; -0.0000033506; 1.4972
946; 431.11; -0.0002256036; -0.0000033506; 1.4852
947; 431.51; -0.0002274168; -0.0000033506; 1.4734
948; 431.90; -0.0002292299; -0.0000033506; 1.4617
949; 432.30; -0.0002310430; -0.0000033506; 1.4502
950; 432.69; -0.0002328562; -0.0000033506; 1.4389
951; 433.08; -0.0002346693; -0.0000033506; 1.4278
952; 433.47; -0.0002364824; -0.0000033506; 1.4169
953; 433.85; -0.0002382956; -0.0000033506; 1.4061
954; 434.24; -0.0002401087; -0.0000033506; 1.3955
955; 434.62; -0.0002419218; -0.0000033506; 1.3850
956; 435.00; -0.0002437349; -0.0000033506; 1.3747
957; 435.37; -0.0002455481; -0.0000033506; 1.3646
958; 435.75; -0.0002473612; -0.0000033506; 1.3546
959; 436.12; -0.0002491743; -0.0000033506; 1.3447
960; 436.49; -0.0002509875; -0.0000033506; 1.3350
961; 436.86; -0.0002528006; -0.0000033506; 1.3254
962; 437.23; -0.0002546137; -0.0000033506; 1.3160
963; 437.59; -0.0002564269; -0.0000033506; 1.3067
964; 437.95; -0.0002582400; -0.0000033506; 1.2975
965; 438.31; -0.0002600531; -0.0000033506; 1.2884
966; 438.67; -0.0002618663; -0.0000033506; 1.2795
967; 439.03; -0.0002636794; -0.0000033506; 1.2707
968; 439.38; -0.0002654925; -0.0000033506; 1.2620
969; 439.73; -0.0002673056; -0.0000033506; 1.2535
970; 440.08; -0.0002691188; -0.0000033506; 1.2450
971; 440.43; -0.0002709319; -0.0000033506; 1.2367
972; 440.78; -0.0002727450; -0.0000033506; 1.2285
973; 441.12; -0.0002745582; -0.0000033506; 1.2204
974; 441.47; -0.0002763713; -0.0000033506; 1.2124
975; 441.81; -0.0002781844; -0.0000033506; 1.2045
976; 442.15; -0.0002799976; -0.0000033506; 1.1967
977; 442.49; -0.0002818107; -0.0000033506; 1.1890
978; 442.82; -0.0002836238; -0.0000033506; 1.1814
979; 443.16; -0.0002854370; -0.0000033506; 1.1739
980; 443.49; -0.0002872501; -0.0000033506; 1.1665
981; 443.82; -0.0002890632; -0.0000033506; 1.1591
982; 444.15; -0.0002908763; -0.0000033506; 1.1519
983; 444.48; -0.0002926895; -0.0000033506; 1.1448
984; 444.81; -0.0002945026; -0.0000033506; 1.1377
985; 445.13; -0.0002963157; -0.0000033506; 1.1308
986; 445.46; -0.0002981289; -0.0000033506; 1.1239
987; 445.78; -0.0002999420; -0.0000033506; 1.1171
988; 446.10; -0.0003017551; -0.0000033506; 1.1104
989; 446.42; -0.0003035683; -0.0000033506; 1.1038
990; 446.74; -0.0003053814; -0.0000033506; 1.0972
991; 447.05; -0.0003071945; -0.0000033506; 1.0907
992; 447.37; -0.0003090076; -0.0000033506; 1.0843
993; 447.68; -0.0003108208; -0.0000033506; 1.0780
994; 447.99; -0.0003126339; -0.0000033506; 1.0717
995; 448.30; -0.0003144470; -0.0000033506; 1.0656
996; 448.61; -0.0003162602; -0.0000033506; 1.0595
997; 448.92; -0.0003180733; -0.0000033506; 1.0534
998; 449.23; -0.0003198864; -0.0000033506; 1.0474
999; 449.53; -0.0003216996; -0.0000033506; 1.0415
1000; 449.84; -0.0003235127; -0.0000033506; 1.0357
1001; 450.14; -0.0003253258; -0.0000033506; 1.0299
1002; 450.44; -0.0003271390; -0.0000033506; 1.0242
1003; 450.74; -0.0003289521; -0.0000033506; 1.0186
1004; 451.04; -0.0003307652; -0.0000033506; 1.0130
1005; 451.34; -0.0003325783; -0.0000033506; 1.0075
1006; 451.63; -0.0003343915; -0.0000033506; 1.0020
1007; 451.93; -0.0003362046; -0.0000033506; 0.9966
1008; 452.22; -0.0003380177; -0.0000033506; 0.9913
1009; 452.52; -0.0003398309; -0.0000033506; 0.9860
1010; 452.81; -0.0003416440; -0.0000033506; 0.9807
1011; 453.10; -0.0003434571; -0.0000033506; 0.9756
1012; 453.39; -0.0003452703; -0.0000033506; 0.9704
1013; 453.67; -0.0003470834; -0.0000033506; 0.9654
1014; 453.96; -0.0003488965; -0.0000033506; 0.9604
1015; 454.25; -0.0003507097; -0.0000033506; 0.9554
1016; 454.53; -0.0003525228; -0.0000033506; 0.9505
1017; 454.81; -0.0003543359; -0.0000033506; 0.9456
1018; 455.10; -0.0003561490; -0.0000033506; 0.9408
1019; 455.38; -0.0003579622; -0.0000033506; 0.9360
1020; 455.66; -0.0003597753; -0.0000033506; 0.9313
1021; 455.94; -0.0003615884; -0.0000033506; 0.9266
1022; 456.21; -0.0003634016; -0.0000033506; 0.9220
1023; 456.49; -0.0003652147; -0.0000033506; 0.9174
1024; 456.77; -0.0003670278; -0.0000033506; 0.9129
1025; 457.04; -0.0003688410; -0.0000033506; 0.9084
1026; 457.32; -0.0003706541; -0.0000033506; 0.9040
1027; 457.59; -0.0003724672; -0.0000033506; 0.8996
1028; 457.86; -0.0003742804; -0.0000033506; 0.8952
1029; 458.13; -0.0003760935; -0.0000033506; 0.8909
1030; 458.40; -0.0003779066; -0.0000033506; 0.8866
1031; 458.67; -0.0003797197; -0.0000033506; 0.8824
1032; 458.94; -0.0003815329; -0.0000033506; 0.8782
1033; 459.20; -0.0003833460; -0.0000033506; 0.8741
1034; 459.47; -0.0003851591; -0.0000033506; 0.8699
1035; 459.73; -0.0003869723; -0.0000033506; 0.8659
1036; 460.00; -0.0003887854; -0.0000033506; 0.8618
1037; 460.26; -0.0003905985; -0.0000033506; 0.8578
1038; 460.52; -0.0003924117; -0.0000033506; 0.8539
1039; 460.78; -0.0003942248; -0.0000033506; 0.8499
1040; 461.04; -0.0003960379; -0.0000033506; 0.8460
1041; 461.30; -0.0003978511; -0.0000033506; 0.8422
1042; 461.56; -0.0003996642; -0.0000033506; 0.8384
1043; 461.82; -0.0004014773; -0.0000033506; 0.8346
1044; 462.08; -0.0004032904; -0.0000033506; 0.8308
1045; 462.33; -0.0004051036; -0.0000033506; 0.8271
1046; 462.59; -0.0004069167; -0.0000033506; 0.8234
1047; 462.84; -0.0004087298; -0.0000033506; 0.8198
1048; 463.09; -0.0004105430; -0.0000033506; 0.8161
1049; 463.35; -0.0004123561; -0.0000033506; 0.8126
1050; 463.60; -0.0004141692; -0.0000033506; 0.8090
1051; 463.85; -0.0004159824; -0.0000033506; 0.8055
1052; 464.10; -0.0004177955; -0.0000033506; 0.8020
1053; 464.35; -0.0004196086; -0.0000033506; 0.7985
1054; 464.60; -0.0004214217; -0.0000033506; 0.7951
1055; 464.84; -0.0004232349; -0.0000033506; 0.7917
1056; 465.09; -0.0004250480; -0.0000033506; 0.7883
1057; 465.33; -0.0004268611; -0.0000033506; 0.7849
1058; 465.58; -0.0004286743; -0.0000033506; 0.7816
1059; 465.82; -0.0004304874; -0.0000033506; 0.7783
1060; 466.07; -0.0004323005; -0.0000033506; 0.7751
1061; 466.31; -0.0004341137; -0.0000033506; 0.7718
1062; 466.55; -0.0004359268; -0.0000033506; 0.7686
1063; 466.79; -0.0004377399; -0.0000033506; 0.7654
1064; 467.03; -0.0004395531; -0.0000033506; 0.7623
1065; 467.27; -0.0004413662; -0.0000033506; 0.7592
1066; 467.51; -0.0004431793; -0.0000033506; 0.7560
1067; 467.75; -0.0004449924; -0.0000033506; 0.7530
1068; 467.99; -0.0004468056; -0.0000033506; 0.7499
1069; 468.22; -0.0004486187; -0.0000033506; 0.7469
1070; 468.46; -0.0004504318; -0.0000033506; 0.7439
1071; 468.69; -0.0004522450; -0.0000033506; 0.7409
1072; 468.93; -0.0004540581; -0.0000033506; 0.7379
1073; 469.16; -0.0004558712; -0.0000033506; 0.7350
1074; 469.40; -0.0004576844; -0.0000033506; 0.7321
1075; 469.63; -0.0004594975; -0.0000033506; 0.7292
1076; 469.86; -0.0004613106; -0.0000033506; 0.7263
1077; 470.09; -0.0004631238; -0.0000033506; 0.7235
1078; 470.32; -0.0004649369; -0.0000033506; 0.7207
1079; 470.55; -0.0004667500; -0.0000033506; 0.7179
1080; 470.78; -0.0004685631; -0.0000033506; 0.7151
1081; 471.01; -0.0004703763; -0.0000033506; 0.7123
1082; 471.24; -0.0004721894; -0.0000033506; 0.7096
1083; 471.46; -0.0004740025; -0.0000033506; 0.7069
1084; 471.69; -0.0004758157; -0.0000033506; 0.7042
1085; 471.91; -0.0004776288; -0.0000033506; 0.7015
1086; 472.14; -0.0004794419; -0.0000033506; 0.6989
1087; 472.36; -0.0004812551; -0.0000033506; 0.6962
1088; 472.59; -0.0004830682; -0.0000033506; 0.6936
1089; 472.81; -0.0004848813; -0.0000033506; 0.6910
1090; 473.03; -0.0004866945; -0.0000033506; 0.6884
1091; 473.26; -0.0004885076; -0.0000033506; 0.6859
1092; 473.48; -0.0004903207; -0.0000033506; 0.6834
1093; 473.70; -0.0004921338; -0.0000033506; 0.6808
1094; 473.92; -0.0004939470; -0.0000033506; 0.6783
1095; 474.14; -0.0004957601; -0.0000033506; 0.6759
1096; 474.36; -0.0004975732; -0.0000033506; 0.6734
1097; 474.57; -0.0004993864; -0.0000033506; 0.6710
1098; 474.79; -0.0005011995; -0.0000033506; 0.6685
1099; 475.01; -0.0005030126; -0.0000033506; 0.6661
1100; 475.22; -0.0005048258; -0.0000033506; 0.6637
1101; 475.44; -0.0005066389; -0.0000033506; 0.6613
1102; 475.66; -0.0005084520; -0.0000033506; 0.6590
1103; 475.87; -0.0005102651; -0.0000033506; 0.6566
1104; 476.08; -0.0005120783; -0.0000033506; 0.6543
1105; 476.30; -0.0005138914; -0.0000033506; 0.6520
1106; 476.51; -0.0005157045; -0.0000033506; 0.6497
1107; 476.72; -0.0005175177; -0.0000033506; 0.6474
1108; 476.94; -0.0005193308; -0.0000033506; 0.6452
1109; 477.15; -0.0005211439; -0.0000033506; 0.6429
1110; 477.36; -0.0005229571; -0.0000033506; 0.6407
1111; 477.57; -0.0005247702; -0.0000033506; 0.6385
1112; 477.78; -0.0005265833; -0.0000033506; 0.6363
1113; 477.99; -0.0005283965; -0.0000033506; 0.6341
1114; 478.19; -0.0005302096; -0.0000033506; 0.6319
1115; 478.40; -0.0005320227; -0.0000033506; 0.6298
1116; 478.61; -0.0005338358; -0.0000033506; 0.6277
1117; 478.82; -0.0005356490; -0.0000033506; 0.6255
1118; 479.02; -0.0005374621; -0.0000033506; 0.6234
1119; 479.23; -0.0005392752; -0.0000033506; 0.6213
1120; 479.44; -0.0005410884; -0.0000033506; 0.6192
1121; 479.64; -0.0005429015; -0.0000033506; 0.6172
1122; 479.84; -0.0005447146; -0.0000033506; 0.6151
1123; 480.05; -0.0005465278; -0.0000033506; 0.6131
1124; 480.25; -0.0005483409; -0.0000033506; 0.6111
1125; 480.45; -0.0005501540; -0.0000033506; 0.6090
1126; 480.66; -0.0005519672; -0.0000033506; 0.6070
1127; 480.86; -0.0005537803; -0.0000033506; 0.6050
1128; 481.06; -0.0005555934; -0.0000033506; 0.6031
1129; 481.26; -0.0005574065; -0.0000033506; 0.6011
1130; 481.46; -0.0005592197; -0.0000033506; 0.5992
1131; 481.66; -0.0005610328; -0.0000033506; 0.5972
1132; 481.86; -0.0005628459; -0.0000033506; 0.5953
1133; 482.06; -0.0005646591; -0.0000033506; 0.5934
1134; 482.26; -0.0005664722; -0.0000033506; 0.5915
1135; 482.46; -0.0005682853; -0.0000033506; 0.5896
1136; 482.65; -0.0005700985; -0.0000033506; 0.5877
1137; 482.85; -0.0005719116; -0.0000033506; 0.5859
1138; 483.05; -0.0005737247; -0.0000033506; 0.5840
1139; 483.24; -0.0005755379; -0.0000033506; 0.5822
1140; 483.44; -0.0005773510; -0.0000033506; 0.5803
1141; 483.63; -0.0005791641; -0.0000033506; 0.5785
1142; 483.83; -0.0005809772; -0.0000033506; 0.5767
1143; 484.02; -0.0005827904; -0.0000033506; 0.5749
1144; 484.22; -0.0005846035; -0.0000033506; 0.5731
1145; 484.41; -0.0005864166; -0.0000033506; 0.5714
1146; 484.60; -0.0005882298; -0.0000033506; 0.5696
1147; 484.80; -0.0005900429; -0.0000033506; 0.5679
1148; 484.99; -0.0005918560; -0.0000033506; 0.5661
1149; 485.18; -0.0005936692; -0.0000033506; 0.5644
1150; 485.37; -0.0005954823; -0.0000033506; 0.5627
1151; 485.56; -0.0005972954; -0.0000033506; 0.5610
1152; 485.75; -0.0005991086; -0.0000033506; 0.5593
1153; 485.94; -0.0006009217; -0.0000033506; 0.5576
1154; 486.13; -0.0006027348; -0.0000033506; 0.5559
1155; 486.32; -0.0006045479; -0.0000033506; 0.5542
1156; 486.51; -0.0006063611; -0.0000033506; 0.5526
1157; 486.70; -0.0006081742; -0.0000033506; 0.5509
1158; 486.88; -0.0006099873; -0.0000033506; 0.5493
1159; 487.07; -0.0006118005; -0.0000033506; 0.5477
1160; 487.26; -0.0006136136; -0.0000033506; 0.5461
1161; 487.45; -0.0006154267; -0.0000033506; 0.5444
1162; 487.63; -0.0006172399; -0.0000033506; 0.5428
1163; 487.82; -0.0006190530; -0.0000033506; 0.5413
1164; 488.00; -0.0006208661; -0.0000033506; 0.5397
1165; 488.19; -0.0006226792; -0.0000033506; 0.5381
1166; 488.37; -0.0006244924; -0.0000033506; 0.5365
1167; 488.56; -0.0006263055; -0.0000033506; 0.5350
1168; 488.74; -0.0006281186; -0.0000033506; 0.5334
1169; 488.92; -0.0006299318; -0.0000033506; 0.5319
1170; 489.11; -0.0006317449; -0.0000033506; 0.5304
1171; 489.29; -0.0006335580; -0.0000033506; 0.5289
1172; 489.47; -0.0006353712; -0.0000033506; 0.5274
1173; 489.65; -0.0006371843; -0.0000033506; 0.5259
1174; 489.83; -0.0006389974; -0.0000033506; 0.5244
1175; 490.01; -0.0006408106; -0.0000033506; 0.5229
1176; 490.20; -0.0006426237; -0.0000033506; 0.5214
1177; 490.38; -0.0006444368; -0.0000033506; 0.5199
1178; 490.56; -0.0006462499; -0.0000033506; 0.5185
1179; 490.73; -0.0006480631; -0.0000033506; 0.5170
1180; 490.91; -0.0006498762; -0.0000033506; 0.5156
1181; 491.09; -0.0006516893; -0.0000033506; 0.5141
1182; 491.27; -0.0006535025; -0.0000033506; 0.5127
1183; 491.45; -0.0006553156; -0.0000033506; 0.5113
1184; 491.63; -0.0006571287; -0.0000033506; 0.5099
1185; 491.80; -0.0006589419; -0.0000033506; 0.5085
1186; 491.98; -0.0006607550; -0.0000033506; 0.5071
1187; 492.16; -0.0006625681; -0.0000033506; 0.5057
1188; 492.33; -0.0006643813; -0.0000033506; 0.5043
1189; 492.51; -0.0006661944; -0.0000033506; 0.5030
1190; 492.68; -0.0006680075; -0.0000033506; 0.5016
1191; 492.86; -0.0006698206; -0.0000033506; 0.5002
1192; 493.03; -0.0006716338; -0.0000033506; 0.4989
1193; 493.21; -0.0006734469; -0.0000033506; 0.4975
1194; 493.38; -0.0006752600; -0.0000033506; 0.4962
1195; 493.56; -0.0006770732; -0.0000033506; 0.4949
1196; 493.73; -0.0006788863; -0.0000033506; 0.4936
1197; 493.90; -0.0006806994; -0.0000033506; 0.4922
1198; 494.08; -0.0006825126; -0.0000033506; 0.4909
1199; 494.25; -0.0006843257; -0.0000033506; 0.4896
1200; 494.42; -0.0006861388; -0.0000033506; 0.4883
1201; 494.59; -0.0006879520; -0.0000033506; 0.4870
1202; 494.76; -0.0006897651; -0.0000033506; 0.4858
1203; 494.93; -0.0006915782; -0.0000033506; 0.4845
1204; 495.10; -0.0006933913; -0.0000033506; 0.4832
1205; 495.28; -0.0006952045; -0.0000033506; 0.4820
1206; 495.45; -0.0006970176; -0.0000033506; 0.4807
1207; 495.62; -0.0006988307; -0.0000033506; 0.4795
1208; 495.78; -0.0007006439; -0.0000033506; 0.4782
1209; 495.95; -0.0007024570; -0.0000033506; 0.4770
1210; 496.12; -0.0007042701; -0.0000033506; 0.4758
1211; 496.29; -0.0007060833; -0.0000033506; 0.4745
1212; 496.46; -0.0007078964; -0.0000033506; 0.4733
1213; 496.63; -0.0007097095; -0.0000033506; 0.4721
1214; 496.79; -0.0007115227; -0.0000033506; 0.4709
1215; 496.96; -0.0007133358; -0.0000033506; 0.4697
1216; 497.13; -0.0007151489; -0.0000033506; 0.4685
1217; 497.29; -0.0007169620; -0.0000033506; 0.4673
1218; 497.46; -0.0007187752; -0.0000033506; 0.4662
1219; 497.63; -0.0007205883; -0.0000033506; 0.4650
1220; 497.79; -0.0007224014; -0.0000033506; 0.4638
1221; 497.96; -0.0007242146; -0.0000033506; 0.4627
1222; 498.12; -0.0007260277; -0.0000033506; 0.4615
1223; 498.29; -0.0007278408; -0.0000033506; 0.4604
1224; 498.45; -0.0007296540; -0.0000033506; 0.4592
1225; 498.62; -0.0007314671; -0.0000033506; 0.4581
1226; 498.78; -0.0007332802; -0.0000033506; 0.4569
1227; 498.94; -0.0007350933; -0.0000033506; 0.4558
1228; 499.11; -0.0007369065; -0.0000033506; 0.4547
1229; 499.27; -0.0007387196; -0.0000033506; 0.4536
1230; 499.43; -0.0007405327; -0.0000033506; 0.4525
1231; 499.59; -0.0007423459; -0.0000033506; 0.4514
1232; 499.76; -0.0007441590; -0.0000033506; 0.4503
1233; 499.92; -0.0007459721; -0.0000033506; 0.4492
1234; 500.08; -0.0007477853; -0.0000033506; 0.4481
1235; 500.24; -0.0007495984; -0.0000033506; 0.4470
1236; 500.40; -0.0007514115; -0.0000033506; 0.4459
1237; 500.56; -0.0007532247; -0.0000033506; 0.4448
1238; 500.72; -0.0007550378; -0.0000033506; 0.4438
1239; 500.88; -0.0007568509; -0.0000033506; 0.4427
1240; 501.04; -0.0007586640; -0.0000033506; 0.4417
1241; 501.20; -0.0007604772; -0.0000033506; 0.4406
1242; 501.36; -0.0007622903; -0.0000033506; 0.4395
1243; 501.52; -0.0007641034; -0.0000033506; 0.4385
1244; 501.68; -0.0007659166; -0.0000033506; 0.4375
1245; 501.83; -0.0007677297; -0.0000033506; 0.4364
1246; 501.99; -0.0007695428; -0.0000033506; 0.4354
1247; 502.15; -0.0007713560; -0.0000033506; 0.4344
1248; 502.31; -0.0007731691; -0.0000033506; 0.4334
1249; 502.47; -0.0007749822; -0.0000033506; 0.4324
1250; 502.62; -0.0007767954; -0.0000033506; 0.4313
1251; 502.78; -0.0007786085; -0.0000033506; 0.4303
1252; 502.94; -0.0007804216; -0.0000033506; 0.4293
1253; 503.09; -0.0007822347; -0.0000033506; 0.4283
1254; 503.25; -0.0007840479; -0.0000033506; 0.4274
1255; 503.40; -0.0007858610; -0.0000033506; 0.4264
1256; 503.56; -0.0007876741; -0.0000033506; 0.4254
1257; 503.71; -0.0007894873; -0.0000033506; 0.4244
1258; 503.87; -0.0007913004; -0.0000033506; 0.4234
1259; 504.02; -0.0007931135; -0.0000033506; 0.4225
1260; 504.18; -0.0007949267; -0.0000033506; 0.4215
1261; 504.33; -0.0007967398; -0.0000033506; 0.4205
1262; 504.48; -0.0007985529; -0.0000033506; 0.4196
1263; 504.64; -0.0008003661; -0.0000033506; 0.4186
1264; 504.79; -0.0008021792; -0.0000033506; 0.4177
1265; 504.94; -0.0008039923; -0.0000033506; 0.4168
1266; 505.10; -0.0008058054; -0.0000033506; 0.4158
1267; 505.25; -0.0008076186; -0.0000033506; 0.4149
1268; 505.40; -0.0008094317; -0.0000033506; 0.4140
1269; 505.55; -0.0008112448; -0.0000033506; 0.4130
1270; 505.71; -0.0008130580; -0.0000033506; 0.4121
1271; 505.86; -0.0008148711; -0.0000033506; 0.4112
1272; 506.01; -0.0008166842; -0.0000033506; 0.4103
1273; 506.16; -0.0008184974; -0.0000033506; 0.4094
1274; 506.31; -0.0008203105; -0.0000033506; 0.4085
1275; 506.46; -0.0008221236; -0.0000033506; 0.4076
1276; 506.61; -0.0008239367; -0.0000033506; 0.4067
1277; 506.76; -0.0008257499; -0.0000033506; 0.4058
1278; 506.91; -0.0008275630; -0.0000033506; 0.4049
1279; 507.06; -0.0008293761; -0.0000033506; 0.4040
1280; 507.21; -0.0008311893; -0.0000033506; 0.4031
1281; 507.36; -0.0008330024; -0.0000033506; 0.4022
1282; 507.51; -0.0008348155; -0.0000033506; 0.4014
1283; 507.66; -0.0008366287; -0.0000033506; 0.4005
1284; 507.80; -0.0008384418; -0.0000033506; 0.3996
1285; 507.95; -0.0008402549; -0.0000033506; 0.3988
1286; 508.10; -0.0008420681; -0.0000033506; 0.3979
1287; 508.25; -0.0008438812; -0.0000033506; 0.3971
1288; 508.40; -0.0008456943; -0.0000033506; 0.3962
1289; 508.54; -0.0008475074; -0.0000033506; 0.3954
1290; 508.69; -0.0008493206; -0.0000033506; 0.3945
1291; 508.84; -0.0008511337; -0.0000033506; 0.3937
1292; 508.98; -0.0008529468; -0.0000033506; 0.3928
1293; 509.13; -0.0008547600; -0.0000033506; 0.3920
1294; 509.28; -0.0008565731; -0.0000033506; 0.3912
1295; 509.42; -0.0008583862; -0.0000033506; 0.3903
1296; 509.57; -0.0008601994; -0.0000033506; 0.3895
1297; 509.71; -0.0008620125; -0.0000033506; 0.3887
1298; 509.86; -0.0008638256; -0.0000033506; 0.3879
1299; 510.00; -0.0008656388; -0.0000033506; 0.3871
1300; 510.15; -0.0008674519; -0.0000033506; 0.3863
1301; 510.29; -0.0008692650; -0.0000033506; 0.3855
1302; 510.44; -0.0008710781; -0.0000033506; 0.3847
1303; 510.58; -0.0008728913; -0.0000033506; 0.3839
1304; 510.72; -0.0008747044; -0.0000033506; 0.3831
1305; 510.87; -0.0008765175; -0.0000033506; 0.3823
1306; 511.01; -0.0008783307; -0.0000033506; 0.3815
1307; 511.15; -0.0008801438; -0.0000033506; 0.3807
1308; 511.30; -0.0008819569; -0.0000033506; 0.3799
1309; 511.44; -0.0008837701; -0.0000033506; 0.3791
1310; 511.58; -0.0008855832; -0.0000033506; 0.3784
1311; 511.72; -0.0008873963; -0.0000033506; 0.3776
1312; 511.87; -0.0008892095; -0.0000033506; 0.3768
1313; 512.01; -0.0008910226; -0.0000033506; 0.3760
1314; 512.15; -0.0008928357; -0.0000033506; 0.3753
1315; 512.29; -0.0008946488; -0.0000033506; 0.3745
1316; 512.43; -0.0008964620; -0.0000033506; 0.3738
1317; 512.57; -0.0008982751; -0.0000033506; 0.3730
1318; 512.71; -0.0009000882; -0.0000033506; 0.3723
1319; 512.86; -0.0009019014; -0.0000033506; 0.3715
1320; 513.00; -0.0009037145; -0.0000033506; 0.3708
1321; 513.14; -0.0009055276; -0.0000033506; 0.3700
1322; 513.28; -0.0009073408; -0.0000033506; 0.3693
1323; 513.42; -0.0009091539; -0.0000033506; 0.3685
1324; 513.56; -0.0009109670; -0.0000033506; 0.3678
1325; 513.69; -0.0009127802; -0.0000033506; 0.3671
1326; 513.83; -0.0009145933; -0.0000033506; 0.3664
1327; 513.97; -0.0009164064; -0.0000033506; 0.3656
1328; 514.11; -0.0009182195; -0.0000033506; 0.3649
1329; 514.25; -0.0009200327; -0.0000033506; 0.3642
1330; 514.39; -0.0009218458; -0.0000033506; 0.3635
1331; 514.53; -0.0009236589; -0.0000033506; 0.3628
1332; 514.66; -0.0009254721; -0.0000033506; 0.3620
1333; 514.80; -0.0009272852; -0.0000033506; 0.3613
1334; 514.94; -0.0009290983; -0.0000033506; 0.3606
1335; 515.08; -0.0009309115; -0.0000033506; 0.3599
1336; 515.21; -0.0009327246; -0.0000033506; 0.3592
1337; 515.35; -0.0009345377; -0.0000033506; 0.3585
1338; 515.49; -0.0009363508; -0.0000033506; 0.3578
1339; 515.63; -0.0009381640; -0.0000033506; 0.3571
1340; 515.76; -0.0009399771; -0.0000033506; 0.3565
1341; 515.90; -0.0009417902; -0.0000033506; 0.3558
1342; 516.03; -0.0009436034; -0.0000033506; 0.3551
1343; 516.17; -0.0009454165; -0.0000033506; 0.3544
1344; 516.31; -0.0009472296; -0.0000033506; 0.3537
1345; 516.44; -0.0009490428; -0.0000033506; 0.3531
1346; 516.58; -0.0009508559; -0.0000033506; 0.3524
1347; 516.71; -0.0009526690; -0.0000033506; 0.3517
1348; 516.85; -0.0009544822; -0.0000033506; 0.3510
1349; 516.98; -0.0009562953; -0.0000033506; 0.3504
1350; 517.12; -0.0009581084; -0.0000033506; 0.3497
1351; 517.25; -0.0009599215; -0.0000033506; 0.3491
1352; 517.38; -0.0009617347; -0.0000033506; 0.3484
1353; 517.52; -0.0009635478; -0.0000033506; 0.3477
1354; 517.65; -0.0009653609; -0.0000033506; 0.3471
1355; 517.79; -0.0009671741; -0.0000033506; 0.3464
1356; 517.92; -0.0009689872; -0.0000033506; 0.3458
1357; 518.05; -0.0009708003; -0.0000033506; 0.3451
1358; 518.19; -0.0009726135; -0.0000033506; 0.3445
1359; 518.32; -0.0009744266; -0.0000033506; 0.3439
1360; 518.45; -0.0009762397; -0.0000033506; 0.3432
1361; 518.58; -0.0009780529; -0.0000033506; 0.3426
1362; 518.72; -0.0009798660; -0.0000033506; 0.3419
1363; 518.85; -0.0009816791; -0.0000033506; 0.3413
1364; 518.98; -0.0009834922; -0.0000033506; 0.3407
1365; 519.11; -0.0009853054; -0.0000033506; 0.3401
1366; 519.24; -0.0009871185; -0.0000033506; 0.3394
1367; 519.38; -0.0009889316; -0.0000033506; 0.3388
1368; 519.51; -0.0009907448; -0.0000033506; 0.3382
1369; 519.64; -0.0009925579; -0.0000033506; 0.3376
1370; 519.77; -0.0009943710; -0.0000033506; 0.3370
